,Left-Cerebellum-Cortex,Left-Thalamus-Proper,Left-Caudate,Left-Putamen,Left-Pallidum,Left-Hippocampus,Left-Amygdala,Left-Accumbens-area,Right-Cerebellum-Cortex,Right-Thalamus-Proper,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,LH_Vis_1,LH_Vis_2,LH_Vis_3,LH_Vis_4,LH_Vis_5,LH_Vis_6,LH_Vis_7,LH_Vis_8,LH_Vis_9,LH_SomMot_1,LH_SomMot_2,LH_SomMot_3,LH_SomMot_4,LH_SomMot_5,LH_SomMot_6,LH_DorsAttn_Post_1,LH_DorsAttn_Post_2,LH_DorsAttn_Post_3,LH_DorsAttn_Post_4,LH_DorsAttn_Post_5,LH_DorsAttn_Post_6,LH_DorsAttn_PrCv_1,LH_DorsAttn_FEF_1,LH_SalVentAttn_ParOper_1,LH_SalVentAttn_FrOperIns_1,LH_SalVentAttn_FrOperIns_2,LH_SalVentAttn_PFCl_1,LH_SalVentAttn_Med_1,LH_SalVentAttn_Med_2,LH_SalVentAttn_Med_3,LH_Limbic_OFC_1,LH_Limbic_TempPole_1,LH_Limbic_TempPole_2,LH_Cont_Par_1,LH_Cont_PFCl_1,LH_Cont_pCun_1,LH_Cont_Cing_1,LH_Default_Temp_1,LH_Default_Temp_2,LH_Default_Par_1,LH_Default_Par_2,LH_Default_PFC_1,LH_Default_PFC_2,LH_Default_PFC_3,LH_Default_PFC_4,LH_Default_PFC_5,LH_Default_PFC_6,LH_Default_PFC_7,LH_Default_pCunPCC_1,LH_Default_pCunPCC_2,RH_Vis_1,RH_Vis_2,RH_Vis_3,RH_Vis_4,RH_Vis_5,RH_Vis_6,RH_Vis_7,RH_Vis_8,RH_SomMot_1,RH_SomMot_2,RH_SomMot_3,RH_SomMot_4,RH_SomMot_5,RH_SomMot_6,RH_SomMot_7,RH_SomMot_8,RH_DorsAttn_Post_1,RH_DorsAttn_Post_2,RH_DorsAttn_Post_3,RH_DorsAttn_Post_4,RH_DorsAttn_Post_5,RH_DorsAttn_PrCv_1,RH_DorsAttn_FEF_1,RH_SalVentAttn_TempOccPar_1,RH_SalVentAttn_TempOccPar_2,RH_SalVentAttn_FrOperIns_1,RH_SalVentAttn_Med_1,RH_SalVentAttn_Med_2,RH_Limbic_OFC_1,RH_Limbic_TempPole_1,RH_Cont_Par_1,RH_Cont_Par_2,RH_Cont_PFCl_1,RH_Cont_PFCl_2,RH_Cont_PFCl_3,RH_Cont_PFCl_4,RH_Cont_Cing_1,RH_Cont_PFCmp_1,RH_Cont_pCun_1,RH_Default_Par_1,RH_Default_Temp_1,RH_Default_Temp_2,RH_Default_Temp_3,RH_Default_PFCv_1,RH_Default_PFCv_2,RH_Default_PFCdPFCm_1,RH_Default_PFCdPFCm_2,RH_Default_PFCdPFCm_3,RH_Default_pCunPCC_1,RH_Default_pCunPCC_2,Left-SN,Left-VTA,Right-SN,Right-VTA
RH_SalVentAttn_Med_2,0.0005410593022616889,0.006924354228903318,0.0033841470600328286,0.009292778280858227,0.001311421478835449,0.00038700989241357127,0.0,6.61818755725446e-05,0.0007279841669094627,0.03686672350297794,0.026657465480185338,0.028718687824971535,0.00931207936399813,0.0014764708777568602,0.0,0.00018170188633997287,5.563436799660326e-05,0.0,0.0,0.0,0.0,0.0,0.00012443833817987401,0.0002711779104022647,0.0,0.0004696862049864739,0.00011406260777229182,0.0015768710004720639,0.0013142005018182364,0.003407639594764765,0.026755854811371063,0.0005452307459586108,0.0,0.0005661194665636565,4.3649179989300274e-05,0.0008765915719565926,0.00092936225839559,0.009488363124684223,0.0224561009073271,0.00027853156566528116,0.00039732280366005466,0.0022678897194103012,0.0007266679952077641,0.026141248048339914,0.0034404128122665738,0.049202100717956006,0.0,9.728375327990911e-05,5.093227358719957e-05,0.0008910674247977262,0.0014164905512566031,8.582742302474475e-05,0.0023857465898607572,0.0,0.0004036046310857703,0.00021397686136948133,0.0007223178646974617,0.0,0.0008938018435541643,0.00042130028596694554,0.0003124329485174545,0.00358818301472457,0.007722605749381493,0.0022818404623647956,0.0002789488858607615,0.0021440107000292572,6.607137523380532e-05,0.0,0.0004474357329287262,0.0,7.580762030816264e-05,0.00011671139242924416,0.00013407334076018845,4.6079801858693604e-05,0.00027322812006844556,0.0022076972914851943,0.002914991166445918,0.0031715131837977977,0.002395357458809272,0.007040980014223876,0.002796170327254243,0.2238833843657495,0.0009195176645349048,0.0010242236451353402,0.0004190209668155414,0.0014368682357497364,0.011707209502426688,0.023329447699185477,0.17720816252112356,0.0006871643284674126,0.00030152294291841645,0.01362526564495437,0.07509973389643888,0.0,0.0002993252940745991,0.0,0.0004085205620429378,0.0013950652650978569,0.001424600882054374,0.005440887501363025,0.007556299639492702,0.011671138984583893,0.018362852028240145,0.14891421515248016,0.009967012519650013,0.000689001168141102,0.0004295284123313432,0.00020572158611524417,0.000636006531315676,0.0005854951291421847,0.004514732050864767,0.004593222980920018,0.11061049172949125,0.039405767897566876,0.0006373872033197831,0.018345896036977595,0.0,0.0,0.02371329993994347,0.02371329993994347
RH_Limbic_OFC_1,0.0,0.00035573383921239956,0.02714818413950317,0.0029580491939146802,0.0012067990848894645,6.908128138300991e-05,0.00023711478710382612,0.002269650352485667,0.0002717454421162136,0.008875945516106192,0.1210327589934423,0.23284874727033117,0.02077646903759804,0.0006396985682634702,0.002593198097375807,0.3191192736844325,0.0,0.00010089800659544169,0.0,0.0,0.0,0.0,0.0,0.0,6.974699791884641e-05,0.0,0.0,0.0,0.0,0.0,7.215139629728564e-05,0.0,0.0,4.3932421453572195e-05,0.0,0.00010777397480892978,0.0,0.00017309266529068467,0.0,0.0,0.00035930274412664993,0.00041731546823468705,0.001384652295096744,0.0017410588144715978,0.0,7.360287288371799e-05,0.01014606966995316,0.0,0.0,0.0,0.0015059436331381624,0.0,0.00014664302612769808,0.0,0.0,6.914496424973529e-05,5.062071491699201e-05,0.002000756311112664,0.005632752060440207,0.03361402603108825,0.008862015617761633,0.003139417967502046,0.0003131509462345649,3.957845824954729e-05,3.665017228215697e-05,0.0,0.0006928701837701658,0.0012500284615296045,0.0012810349151884265,0.0004743974068632552,0.00014995345556538514,0.00031623099376355905,0.0001917557283122736,0.00021452674881132307,8.995910541616448e-05,0.000148473403432495,0.00016642909540085662,9.068675427249903e-05,0.0,0.00010899179203227822,9.682965233450751e-05,0.00015643843889337876,0.00038168707127754346,0.0,0.00022609075693862162,0.00023435597251923485,8.813263792166444e-05,0.00033117622434338374,0.0002965937189918234,0.000255329544490542,0.0,0.019728214599468368,0.0001293342342511422,0.0002993252940745991,0.0,0.006799211253452772,0.0,7.876790194206345e-05,0.2756066552060057,0.007464491182238727,0.0055792556607708755,0.0009430623493499331,0.0003477802401394234,0.007655861720976039,0.00019440670307992503,0.0002757580256709038,0.0018042321180116595,0.0010444814673376658,0.00029338976633563305,0.2460349752081009,0.010867527823661485,0.39457899285294723,0.0174804810761114,0.001166002015115857,0.00013883927226946539,0.0004961600394745208,0.0,0.0,0.03094290692312896,0.03094290692312896
RH_Limbic_TempPole_1,0.0003251635723188617,0.00035249499709026123,5.72635443042701e-05,0.00046812753636232325,0.0002816185768208981,0.00010806753061496075,0.00023956772650970506,0.00018995666033647975,0.0016865476262388568,0.029795340105982338,0.002146775797686713,0.047900154606537036,0.025097592063800033,0.32068492047553754,0.3565441984051393,0.0036195716831865206,5.975894023990953e-05,0.00011901707773726461,0.00012755075153493323,0.00010211922465969905,0.0002256742734579683,0.0,0.00012648977785540831,0.00045867012554003914,6.582754805045295e-05,5.356902420279517e-05,0.0,0.0,0.0,0.0,9.248681705209618e-05,0.001220748566987968,0.0,0.0007878982541285707,0.0,0.00043352296988688493,0.00012202561121145379,0.0,0.0,6.81372588436308e-05,6.55980876848178e-05,0.0,0.0,0.00018340421157381066,0.00019293658356175293,0.0,0.0,0.0,0.00022025544025952172,0.0005022874332493476,0.0,0.0002770856877421139,0.0006983710246612101,0.00048113416809336993,5.506311926379251e-05,0.00011741412492055213,0.0005002010096400633,5.625944409799542e-05,0.0,0.00038694691516349684,6.969747365508884e-05,0.0,3.159505554867482e-05,0.0,0.00019552686758574517,0.0013837358533000121,0.2071078157411761,0.021498621814989967,0.0748442625461364,0.01025327892394726,0.01112863048838636,0.005320044600054641,0.004399228735835591,0.004283247834008429,0.0019284556171283195,0.00022318069747347276,0.00021670937534654534,0.0001508375315360444,0.00029454342642532574,0.0004397348834267034,0.00018836334709150429,0.00013807181969351313,0.005048506237146413,0.0003716146827692194,0.0004639786801098964,0.0034319476835356143,0.001221679421872353,0.0009513717681507047,0.000422018079325136,0.0020166453521612924,0.0005485263034650216,0.04765640442408369,0.000147953637724419,0.0,0.006799211253452772,0.0,0.0008591356339453806,0.001602974879764328,0.0023480347421382477,0.000801827813160207,0.0005881328880569834,0.0007655644229102673,0.0007816986830964044,0.0,0.0025070290016587504,0.0012921984145333545,0.17987808559058002,0.13323200454533005,0.007197692338413206,0.016574013010734575,0.00040888683299441185,0.0,0.0005693842931153687,0.0002502318632640957,0.0007832711845059986,0.0015540089901274722,0.0,0.0,0.025188020380616884,0.025188020380616884
RH_Cont_Par_1,0.0,0.0005645514128524627,5.504435294553429e-05,0.0009229783903192915,0.0002815257438892385,0.00036495351120483893,0.0,0.0,0.00024065230171667213,0.008477113645202318,0.0013267907156177122,0.006412273704097171,0.0023636882807376723,0.0030728086309045445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001654728884428009,0.0,0.0002981626460482179,0.0,0.0,0.0,0.00020850838630450327,0.00030189302535655547,0.00013105350585209473,0.0001162239308539741,0.0010313481562106753,0.0,0.0008899892194197639,0.0002638473862555886,0.0,0.0002531647974329779,5.924106774372255e-05,7.242314353621809e-05,0.0,0.0,0.00017610806985160837,0.00018464150073206942,6.702186785373444e-05,0.0,0.00017132591301518286,0.0,0.0004720762789613119,9.873160153153949e-05,0.00011083662869468101,0.000676635548651442,7.805466617339051e-05,0.00011609607157445031,6.960867392024463e-05,0.00032322331546374565,0.0,5.399012696622557e-05,0.0,0.0,0.0,0.0,7.221403423443471e-05,5.807706246564056e-05,0.0015711709520473377,6.3020288834139e-05,0.00011439995422481094,0.001506917218316142,0.0,0.0,0.00014594391811536314,0.0006473035849991098,0.00028087242384265665,0.006291311892887679,0.0027370184718190395,0.007519358348288244,0.011098328163028836,0.0016529196563436085,0.0036908945197346925,0.005334653552246505,0.0007864137485135376,0.006551391799051217,0.04027137709001973,0.143653684180989,0.01593950439946193,0.006535362926374978,0.013025580391444837,0.0022464442788349692,0.0714911753352781,0.12795016023780983,0.004175639463186122,0.00027202994058063965,0.0004085205620429378,0.0,0.0008591356339453806,0.0,0.0422501111015936,9.761312587868721e-05,0.0015195662566381948,0.001469068031759271,0.0032435274861058326,0.0006997887666023897,0.0002551930520105705,0.0031612010051587556,0.16699809621252837,0.005409877716268207,0.0005757927768020552,0.011116981810116751,3.7548322027552445e-05,0.0015392742376686246,0.0,0.00044404780904592816,0.0006585131961993999,0.0001383753659516927,0.002319555564406711,0.0,0.0,0.02255238952405724,0.02255238952405724
RH_Cont_Par_2,5.950312142931589e-05,0.0032331511002073625,9.293653006444297e-05,0.0011156640673962083,0.00040127693285173065,0.0007710673690837786,0.0003159904208996255,0.0,0.0008991071669395753,0.012393373682912238,0.0026233150229221886,0.010226000061832628,0.002590996195552936,0.006457127560645619,0.00045457691275150924,0.0,0.0,0.0,0.0,0.0005429233525184782,0.000251388297622536,5.393174971978433e-05,0.0002654850222514126,0.00011090719035979806,0.00013339962723563892,0.000292718983240891,0.00014982838790583743,7.075028454526646e-05,0.00011855312900537618,0.00035363577100045677,0.0009857607513879807,0.0012088126757505294,5.295503746472975e-05,0.002262517574513611,5.0807202071822176e-05,0.0020071942803213797,0.0005927893815083264,0.00048318639821378674,0.0006420196248325832,0.0,0.001045367106846861,5.4981564631066126e-05,0.00015328562802108367,0.00023902541191542153,0.0003638834146346219,0.0006514080799424016,0.0,9.807353495983368e-05,0.0006197835639345835,0.0004690055201236435,0.0002277814915514034,0.0008688345931562587,0.0011263523011520277,0.0005850756535384633,0.0001694192365721704,0.0004364246506362795,0.0016090703087192667,0.0,0.00013588524478970788,0.00010755528377283957,0.0,3.972875459624687e-05,0.0004306768901872699,0.0,0.0002606383843917218,0.004237306710884582,0.0007903148484931721,0.0003895060595149493,0.004467877308410795,0.0003092444712297295,8.121890572193825e-05,0.0012919729603737336,0.01951579383488523,0.001155074773962553,0.0060583036751629795,0.0022732656083166627,0.0039568419715214865,0.007770446469646876,0.0051271800240937715,0.012420519746430794,0.00765310340764918,0.0025083498196340225,0.08453272100136065,0.013759238884545794,0.10762168231899405,0.14790218507204655,0.0045348506853628715,0.014447715983873989,0.006951246031366071,0.008774945357041144,0.0075058586678861455,0.0050619131038959955,0.0002620939944265155,0.0013950652650978569,7.876790194206345e-05,0.001602974879764328,0.0422501111015936,0.0,0.0003144073641589784,0.0037030544673938522,0.0024838409867817446,0.00914003315133611,0.001677065164097546,0.0001947784820826897,0.008694745454303376,0.08978446400715275,0.0059515532108019705,0.001737237291084571,0.005981627587278709,0.00025837520766714816,0.0010455230307755403,0.00011284870807089745,0.0005040835669395041,0.003347527487607194,0.0013332959034880686,0.0059153450283072825,0.0,0.0,0.021526922345038817,0.021526922345038817
RH_Cont_PFCl_1,0.0004422419972257477,0.0007916185581565283,0.006766278620569386,0.006090387994886834,0.000884802690260616,0.00016558700554885646,0.0,0.00046076866801891093,0.0004165229566280474,0.012937923088517139,0.07177083333502676,0.05717412160246273,0.00809826732101331,0.0006282697801926748,0.00031953012562317077,0.0023682505126728236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000133031599954194,0.0004745654824360671,0.00013530991273430916,0.0,0.0,0.00012177724186189875,3.947413109254863e-05,0.0,0.0,0.0009196163506145227,0.00012787749060271268,0.00012276979386123213,0.0012868404128163148,0.0019057177066302677,0.005595569351945334,0.011623049964373883,5.6919419304905245e-05,0.00034795572275915867,0.006110499191491386,5.1427415973229895e-05,0.00016596314163804668,0.0,0.006584165656620599,0.0,0.00018696136392219986,5.518314735523683e-05,0.0,0.0,6.052933095732741e-05,0.003928008308178897,0.014587412229494164,0.0321644187079931,0.015326018198086867,0.00984577314853982,0.0007424192867762637,0.0007876775310707585,0.0,0.0001779481368539156,0.0001896181147212367,0.0002610649971343576,0.0007358216322779757,0.00022586337100882398,0.00015503492110425506,0.0002872531378510818,0.00015931251962097645,0.00010871510547678766,0.0005706094479807236,0.0005456447077272979,7.703783016493655e-05,0.00046237533399865583,0.00042255734781475134,0.0009796140861813372,3.5548816508710124e-05,0.0006999376131575009,0.0006194791192683176,0.00015438637457359673,0.00021882912102740926,0.00048141531969848905,0.0002518423214513635,0.0025845837750651476,0.0017797677100896915,0.0003708363027747453,0.0004442587344430276,0.015925809452183082,0.0005725277536030799,0.001424600882054374,0.2756066552060057,0.0023480347421382477,9.761312587868721e-05,0.0003144073641589784,0.0,0.25747297059681484,0.14722988969044495,0.00568051109111886,0.0008803496476824457,0.016709783444369013,0.0001537401261168402,0.00036885021168393307,0.0011232096388208571,0.000803120996411227,0.0005942645367387744,0.10914019552182477,0.061638620148439724,0.1016792729398899,0.1361611447214425,0.00873547459594287,0.0,0.0012023327512697831,0.0,0.0,0.024338805588037513,0.024338805588037513
RH_Cont_PFCl_2,0.0002951100365962167,0.0021719406728006306,0.0028726643274842286,0.0027806429976396613,0.00011304237477875758,0.00011572341344274299,0.0,0.0,0.0004574346062071519,0.025791770059835316,0.05246341910562343,0.03277731064133805,0.007492330766673836,0.0006862395503690503,0.0002001183691165216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.249313289949846e-05,5.8397053833203944e-05,0.0,4.3913454632221854e-05,6.978222476980329e-05,7.577567091159639e-05,0.0,0.0005836207182736914,0.0009206383842800579,0.0,5.7223135219547274e-05,0.0,0.0,0.0002834413851339665,0.0,0.0012368052209099619,0.0008537214450925975,0.0,0.00031906294956266407,0.0011243403258831863,0.006609922688698422,0.01067424848391956,0.0001413803751984545,0.0019632896709601898,0.0004829147974963457,0.00011834552347678395,0.0,0.00012689917432292093,0.006689165952625313,0.0,0.00021174312968073734,0.0,4.033570059111534e-05,0.0,0.00025059319104318303,0.0007806285711028725,0.004888213552375788,0.0057968856460649705,0.0031895074861067844,0.009149600372303791,0.002782179518383797,0.0019511939209208872,8.71565888691453e-05,0.00017233961037907856,0.00036878873820704946,6.316862641986154e-05,0.00127806998342512,0.0,0.0,0.0,0.00040350591415952273,4.900829218500482e-05,0.0015580644851997092,0.0007445385042085973,0.0014106962625227283,0.0018316400617035134,0.0017214800769631917,0.004546568664441606,0.0010725764194514076,0.002877484934644388,0.0034090250132939944,0.0008500294120006315,0.002584757576543581,0.0011449918783210363,0.0017077408801942319,0.12814471251384624,0.00942996422390908,0.0029321859723145938,0.0025605304023378944,0.03156340011663252,0.001102906919349208,0.005440887501363025,0.007464491182238727,0.000801827813160207,0.0015195662566381948,0.0037030544673938522,0.25747297059681484,0.0,0.21115324010604536,0.10206329035064417,0.0010565814395093887,0.02244909254152382,0.0006512211281602135,0.00308929430939002,0.004134757927629123,0.0005579156299921237,0.0025962280326271617,0.016736947102033956,0.21845880709302729,0.0077552706296644645,0.053631878116476954,0.028781050380763104,0.00023642934029255737,0.0027491879453029828,0.0,0.0,0.0191424437143694,0.0191424437143694
RH_Cont_PFCl_3,0.00020281227853669013,0.005214130075498873,0.004649931671475095,0.007665099195329554,0.0010858495969084776,0.0,0.0,0.00012034800183955009,0.0005517027042972725,0.021117999877831188,0.08053720216844586,0.025068776904579385,0.0039037095736484595,0.00029383592812975143,0.0004715183868191004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013479118038832338,0.00015383033322915798,6.159726440764656e-05,4.8847469425968015e-05,0.0005891059083560631,0.0009773466622614575,0.00012308429838456248,9.593043452456359e-05,0.0001848940845023879,0.0,0.00018766777487408268,0.00019834621096918915,0.003851797992833492,0.001963995877553155,0.00022563556479369997,0.0003061598082737885,0.0028699742391902934,0.019130205648204755,0.025696086591138655,0.0004491563617813795,0.0024506034137581185,0.0007307457576907144,6.394884564462262e-05,9.368528958288218e-05,0.0001704068955248898,0.021278532674694154,0.0,0.00024170600715910708,0.00021826869174991663,0.00020012610776471205,0.0,0.00031083536301428446,0.0015333136354756575,0.007159691860705822,0.008188700708782262,0.0055849912020987545,0.021099548873820245,0.007785751476034743,0.004655945229619361,0.0,0.0005951765173416988,0.00012576721290920813,0.0001326875058014584,0.0015565319745174317,5.8681849196439895e-05,0.0,0.0005100741636238923,0.00047113659808504344,4.205019096448611e-05,0.000357155502531362,0.0003063003609413752,0.0002929743547753565,0.000796742457090185,0.001304824329450725,0.004648231679017616,0.0005747163875194088,0.0024055872846590297,0.0018707806289114943,0.0004522451427623667,0.0020194298928349376,0.0009656298746337796,0.0013212026211791269,0.011890658406910901,0.014245994835452974,0.0004962218098502134,0.0004281451376428659,0.022243523229795295,0.0028928018054171518,0.007556299639492702,0.0055792556607708755,0.0005881328880569834,0.001469068031759271,0.0024838409867817446,0.14722988969044495,0.21115324010604536,0.0,0.10924069667881939,0.0026379028837310854,0.03941753966545589,0.0014075997506052139,0.0011202932712199628,0.0020782122056480236,0.00020761801183767086,0.0012244690676631888,0.00750945193392609,0.021815777743012955,0.00957436286854917,0.26257207423075446,0.23818876510158407,0.0005968447377707311,0.003908752002777617,0.0,0.0,0.022500182859373552,0.022500182859373552
RH_Cont_PFCl_4,0.0008337481252105276,0.004640005214515381,0.002939305204760438,0.002151858229110665,0.0004985098354628118,0.00034569116757582715,0.0,0.0,0.0009721829711756692,0.031151640481117793,0.038709238686598375,0.02684470569378299,0.007608460067779975,0.001428510302912324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.206173507345263e-05,0.00010861080531058989,3.651964091334768e-05,0.00015681402359906576,0.00012252761311673242,0.0006971222374217845,0.00010631651783219167,0.0003982897028310812,0.003155164099971748,0.0001821085914390565,3.8188393446739084e-05,4.475409469263242e-05,5.045948729594233e-05,7.261703773797124e-05,0.0005729173581019014,0.0036049974951461784,0.003649045556758145,6.587991020413007e-05,0.00010830795310157556,0.0010320202579988302,0.0016915996525256331,0.007564174757028411,0.0006917809160196778,0.008008107338489624,0.0,0.0,0.0002130560007930736,0.00014956757579708333,0.004402999103943325,0.00011364198698744824,0.00020670863199120104,0.0,0.00048276784029729485,0.00011933483272418492,0.00011101367292503723,8.99785310811295e-05,0.002382361411327991,0.0006937025762129976,0.0002887543083577344,0.003549086617962202,0.0051846528512121196,0.003517214538473029,0.00012169104866725227,0.0006618885269456801,0.00017178734003510406,9.255373881492536e-05,0.003763121147105655,0.0,0.0,0.0,0.0006619104974575844,0.00010176288825085734,0.0012364825034715113,0.0018045995013697123,0.0026898004601762344,0.006795162810691212,0.012678056590904365,0.018318522352323695,0.0026891895812360947,0.005700402123760748,0.0070815390964667005,0.002888473271403372,0.0060806251754411175,0.0030719330126941355,0.002215008496002202,0.1736656068286886,0.16272264069599052,0.0031673300453724336,0.0017810396862828965,0.014714355661018912,0.001288062112859159,0.011671138984583893,0.0009430623493499331,0.0007655644229102673,0.0032435274861058326,0.00914003315133611,0.00568051109111886,0.10206329035064417,0.10924069667881939,0.0,0.0002495781826975313,0.011363910714611257,0.0008284178931717481,0.005784969770434288,0.004486250860390662,0.0006620703793944188,0.004788887015755764,0.001623975909091774,0.01099694941942337,0.0012200103261702086,0.017967562175557044,0.10530714607573509,8.119976538829656e-05,0.001117331107941659,0.0,0.0,0.020508535383643188,0.020508535383643188
RH_Cont_Cing_1,0.0,0.005278428209097479,0.00034177527278149043,0.0020778767562632202,0.0004897666359338605,0.0004357004218999979,0.0,0.0,0.00033464140360991334,0.008033718338767296,0.0019616674351441766,0.0034686598344082103,0.001729270674733926,0.012044653669356656,0.0,0.00013173559038074176,0.0005893199531185752,0.00033714117591112204,0.0,0.0005959835962691491,0.00014639350774119225,5.4989546196464554e-05,0.0002404180138535111,0.0009565684535626353,0.000821423512459039,0.0002097522226598854,0.0011203025521996305,0.000640538159538477,0.0005031115819304302,0.0010121868198701548,0.008162804924708842,0.0009462733716680374,0.00030397631032128117,0.0016906632491037606,0.0008436518674833933,0.002653783600045566,0.0008847966096187647,0.0007259363632803875,0.0020523589050951683,0.000668832577526435,0.00026760157145028966,0.00021842383487328555,0.00010134606160144962,0.01186105396726802,0.006305253385709122,0.0017046568226033875,0.00017868180851467145,0.00033800707550531286,0.0007003379599950662,0.0004520097212855696,0.0,0.0010657178872952777,0.017931424223126154,0.0001989195457053248,0.0004984233530810125,8.989176722383635e-05,0.0014996423337775345,0.0,0.00014429000281079046,0.0003006138117728982,0.00012207297621114223,0.0005271833585280553,0.00019136231039887296,0.0001254724251659091,0.0016922086074072503,0.008008550504304846,0.0019900347475736045,0.0007801514315810181,0.0010718133278177094,0.0010323657016916095,0.0003759559333060372,0.008707625938742851,0.001259810043437757,0.002386920493051097,0.0030575345868211,0.0010237735619634388,0.00019967222274571808,0.0005759947720998971,5.7346101452457197e-05,0.0012124444576633083,0.0017097291266932788,0.02021442153820684,0.0007009065096477906,0.00042955399189890535,0.0007657814597958464,0.004691175346463115,0.010112040975349144,0.0004787227675300211,0.0021440982003498384,0.0005263653444704266,0.0010097579562586472,0.0011067622159397761,0.09926746909156164,0.018362852028240145,0.0003477802401394234,0.0007816986830964044,0.0006997887666023897,0.001677065164097546,0.0008803496476824457,0.0010565814395093887,0.0026379028837310854,0.0002495781826975313,0.0,0.03407386429535475,0.032676648056219434,0.001784305014092335,0.00026552269755359076,0.0006012244270638084,0.0011349012363196709,0.00042115104611730917,0.0006340043190050892,0.00377730320122354,0.004856057537373163,0.0010889927604973786,0.030302182294714913,0.15286611402101957,0.0,0.0,0.018466291376427007,0.018466291376427007
RH_Cont_PFCmp_1,0.0,0.004309889528142882,0.004630470247554726,0.004677376222404572,0.0008094067876288405,0.0,0.0,0.0004990789943364691,0.0007631113755411832,0.017998443391899804,0.0207598391106332,0.02401230084101237,0.004920574061253231,0.0017173438716847152,0.0004532934423329723,0.0020192624688971745,0.0,0.0,0.0,7.427758892372848e-05,0.0,5.03722029017753e-05,0.0,0.00011314849104027057,0.0,3.70030500126593e-05,5.698776772435148e-05,0.0007120913240137443,0.00024928114893401704,0.0007238026286530174,0.005243174590977823,0.00022769231394534616,9.355536743500665e-05,0.0003644059372602151,0.0,0.0006050592492040046,0.0003381837997018868,0.003252887676063403,0.005262596365411723,0.00021690463836748447,0.0009046728590134397,0.0022330779098541777,0.007109424227878254,0.09738228713526602,0.0014405170102995749,0.01302415593265003,0.002206945655518554,3.749363095334361e-05,9.525006969551489e-05,0.00027318338859975565,0.009983617576519797,0.0,0.004573541435451122,9.161699222429364e-05,7.721565327268912e-05,0.0001465006303739941,0.0002084274100460816,0.001000244955954069,0.005863604411080826,0.01889320615423472,0.005220232070930088,0.017558856637844115,0.006179594361569346,0.009199696898877202,0.00010789030516065576,0.0013828139516498614,0.0001658591422264872,0.00017054191893412976,0.00020104868418489,0.0,0.00013238506616611488,0.001241618143403544,7.43192858552355e-05,0.000340826735066709,0.0005781723166528991,0.00045223328994495847,0.0007798222710528183,0.0,0.00018610895201678364,0.0002460118264860472,0.0003260538407504044,0.020731709849355743,0.000462253293164633,8.964435411979764e-05,0.0003124120537817565,0.0014048128501644077,0.004611734078021089,0.011288367646565683,0.012151734771028249,4.576888711187826e-05,9.806109991229245e-05,0.014631871118086072,0.03350357586439196,0.14891421515248016,0.007655861720976039,0.0,0.0002551930520105705,0.0001947784820826897,0.016709783444369013,0.02244909254152382,0.03941753966545589,0.011363910714611257,0.03407386429535475,0.0,0.008807711086523624,0.00013620821285702424,0.0005934517974548006,0.0,4.613253417192542e-05,0.004092212131579165,0.015335258086189218,0.20974669093766207,0.28010413519965655,0.05627673352590022,0.00466389541242811,0.026538908113624297,0.0,0.0,0.025286921066860875,0.025286921066860875
